From,5338683353,to:
4336612792,,5336558923,,4300686235,,4199907464,,4703853419,,1177218453,,2039896768,,1175249802,,1542355965,,1530966605,,5338683353

Length:,31.7 km,,Completed in:,0.0002 sec.

5338683353,,4336612792,,5336558923,,4300686235,,4199907464,,4703853419,,1177218453,,2039896768,,1175249802,,1542355965,,1530966605
5419918105,,893070212,,746695639,,1146882636,,4085400375,,4614919616,,1177218286,,2010440771,,3664603234,,1175367448,,5258005521
732316454,,893070123,,746697825,,4894163702,,4085400371,,4614919615,,1177218574,,2039896769,,1175249553,,1175366579,,2231975155
897577308,,2048130230,,694063094,,4894163719,,828948600,,2621441084,,1547419723,,2253846452,,2329567511,,683770853,,1538408218
732316553,,679746624,,746697760,,4944269303,,3137101395,,2621441073,,1547419720,,2498280760,,2329567513,,683770850,,1539947724
746936525,,1193137788,,1000677711,,1152422994,,5091109212,,2621441072,,1152671318,,2331743432,,2329567510,,2973790200,,1539947720
5437995730,,1150705005,,2354919500,,2310746038,,3137101400,,2329351869,,1547419717,,2331743434,,683770847,,2973790202,,2231975112
679904937,,746936548,,694108357,,2310746040,,5150107973,,738569733,,2283022034,,2288815097,,1175249570,,1175366679,,2135186958
5437995728,,696766334,,2499255796,,1024944117,,828948574,,2361992374,,3046167452,,2253846479,,3039823034,,3135501062,,1545669988
5029108108,,1150719369,,897048054,,4914314063,,2231780480,,682265507,,685042627,,683769693,,3252490989,,3135501063,,2232047446
3904622706,,1507411509,,1560435333,,4914314065,,828948598,,3212549046,,4547945923,,747089565,,3252490987,,5108128427,,2232047343
3904622737,,897048060,,1509280909,,1528444078,,2231780441,,3212525910,,683120376,,4951491350,,683770850,,2224691211,,2232047457
3904622742,,897048023,,897047889,,4914314066,,5054151531,,738569705,,1548490980,,4230712356,,683770853,,2224691157,,1545670040
3904622798,,897048068,,5291371039,,1152731731,,2371106505,,2278756761,,2282874460,,3729570278,,1175366579,,2224691161,,1145135821
3904622814,,897047905,,1560435336,,903705782,,2245066617,,1509579616,,3046167450,,1052563334,,1175367448,,1539897569,,3061180585
3904622827,,897047956,,1148534992,,1141823177,,516366354,,1011359133,,3046167475,,4814743272,,1542355965,,1539897576,,4550000391
1180716427,,897048088,,976475379,,903706991,,523900544,,1509579615,,3046167500,,1496136233,,,,1545671409,,678471459
897047888,,897048051,,1560435338,,738256405,,1535284011,,1509579614,,2290603354,,1496136231,,,,1545670051,,5429242521
1560435357,,679814416,,2499172874,,738248563,,1535284012,,2266786918,,1143854254,,1500345989,,,,1545670000,,2232047380
682379817,,746696469,,2330649219,,903706989,,1535284013,,5321002075,,1555358724,,1500494213,,,,1545669999,,5429241915
2057909383,,746696537,,2349457916,,1152792311,,1629852570,,2272995779,,1145115391,,1500345993,,,,1539272322,,2345347715
2057909382,,742372445,,2330649216,,1152792325,,5028981293,,2278637926,,2290603353,,1503650124,,,,2231975153,,2345347716
4895967379,,746697724,,2330649220,,517609780,,4934249471,,2278637946,,1555358673,,1503650125,,,,2231975120,,3041682420
1560435365,,742372429,,2330649218,,738248549,,4934249465,,1316362366,,1557062027,,1503650119,,,,5258005521,,3041682431
4897857584,,746697825,,976475496,,904231816,,1629806074,,3940478148,,5321002071,,1503650114,,,,1530966605,,747737353
1560435364,,746695639,,976475442,,738256352,,434297079,,5154748627,,1185532282,,1523119573,,,,,,747737350
1548644262,,5336558923,,2499172870,,903308740,,2278713746,,334012547,,1456216948,,1503650110,,,,,,2246801245
679797430,,,,2499172872,,738256429,,2278713723,,1904547771,,2621163320,,685126748,,,,,,2246801202
